"Mass","Total_all_peaks","Total_all_sed","Total_all_water","Total_mf_peaks","Total_mf_sed","Total_mf_water"
"249.1529913",987,808,179,987,808,179
"249.9993536",36,8,28,36,8,28
"250.0275229",1,1,NA,1,1,NA
"250.0487047",2,NA,2,2,NA,2
"250.0754689",9,9,NA,9,9,NA
"250.0873786",17,2,15,14,1,13
"250.0932471",404,281,123,369,254,115
"250.1084761",1194,88,1106,1198,89,1109
"250.1296144",71,71,NA,71,71,NA
"250.1448617",4773,3993,780,4772,3993,779
"250.1481905",9,9,NA,9,9,NA
"251.0019799",304,NA,304,304,NA,304
"251.0197332",27727,8349,19378,27719,8349,19370
"251.0310303",37,NA,37,37,NA,37
"251.0383354",142,22,120,142,22,120
"251.0511541",1,1,NA,1,1,NA
"251.0513174",1,1,NA,1,1,NA
"251.0560986",28708,9239,19469,28016,9056,18960
"251.0594793",4330,1893,2437,4324,1893,2431
"251.0673594",2060,156,1904,2060,156,1904
"251.0713455",2,2,NA,2,2,NA
"251.0772196",188,NA,188,188,NA,188
"251.0785764",428,428,NA,427,427,NA
"251.0925063",46438,18174,28264,46236,18154,28082
"251.0958765",3114,2117,997,3109,2114,995
"251.1037616",1066,809,257,1066,809,257
"251.1136461",4760,4107,653,4521,3897,624
"251.1249183",12,7,5,12,7,5
"251.1289035",21868,10169,11699,21255,10003,11252
"251.1322834",148,93,55,148,93,55
"251.1652673",6883,6004,879,7032,6141,891
"251.2017122",30,30,NA,30,30,NA
"251.9972252",24,NA,24,24,NA,24
"252.0149637",591,NA,591,588,NA,588
"252.0336579",5,NA,5,5,NA,5
"252.0513612",10383,1132,9251,10610,1180,9430
"252.0725022",117,7,110,117,7,110
"252.0738045",2,2,NA,2,2,NA
"252.0739388",1,1,NA,1,1,NA
"252.0877348",11089,3520,7569,11087,3520,7567
"252.0911243",242,236,6,242,236,6
"252.1241316",469,201,268,468,200,268
"252.1453632",27,27,NA,27,27,NA
"252.9989785",11818,4088,7730,11920,4088,7832
"253.0176287",1066,30,1036,1066,30,1036
"253.0249089",3,3,NA,3,3,NA
"253.0353983",36783,10974,25809,36767,10974,25793
"253.0466122",919,11,908,919,11,908
"253.0506737",227,49,178,227,49,178
"253.0540606",301,11,290,299,11,288
"253.0717756",49243,18215,31028,48882,18190,30692
"253.0751557",1146,427,719,1146,427,719
"253.0788362",5,2,3,1,1,NA
"253.0829986",3311,1569,1742,3310,1569,1741
"253.0869897",50,2,48,50,2,48
"253.0903635",412,NA,412,412,NA,412
"253.0937849",2,2,NA,2,2,NA
"253.1081345",20456,8890,11566,20271,8870,11401
"253.1114803",23,23,NA,23,23,NA
"253.1193726",256,115,141,260,121,139
"253.1445337",25877,13698,12179,25802,13782,12020
"253.1809275",4990,4990,NA,4990,4990,NA
"253.2173402",441,422,19,409,391,18
"254.0128615",100,NA,100,100,NA,100
"254.0306157",5006,143,4863,5004,143,4861
"254.0458809",957,154,803,923,153,770
"254.0670222",10163,1520,8643,10160,1520,8640
"254.0798659",6,6,NA,6,6,NA
"254.1033853",7377,2267,5110,7633,2339,5294
"254.1065004",1,1,NA,1,1,NA
"254.1146566",42,42,NA,42,42,NA
"254.1398205",1664,1596,68,1664,1596,68
"254.1550721",4,4,NA,4,4,NA
"254.1762639",2,2,NA,2,2,NA
"254.2489234",1,NA,1,1,NA,1
"254.9845772",2,NA,2,2,NA,2
"254.9968923",1161,NA,1161,1161,NA,1161
"255.0146298",14877,2527,12350,14877,2527,12350
"255.0258882",24,NA,24,24,NA,24
"255.0275461",13,6,7,13,6,7
"255.0299194",1129,401,728,1128,401,727
"255.0327974",1,NA,1,1,NA,1
"255.0332681",2491,256,2235,2562,261,2301
"255.0366382",6,6,NA,6,6,NA
"255.0428521",7,NA,7,7,NA,7
"255.0510433",39148,13454,25694,39135,13453,25682
"255.0539043",2,2,NA,2,2,NA
"255.0540974",11,8,3,11,8,3
"255.0580317",15,15,NA,2,2,NA
"255.0622462",3829,2338,1491,3753,2312,1441
"255.0639249",3,NA,3,3,NA,3
"255.0663123",6449,2451,3998,6449,2451,3998
"255.0696877",825,60,765,824,60,764
"255.0834484",12,12,NA,5,5,NA
"255.0874163",52643,22298,30345,51742,22169,29573
"255.0906609",2,2,NA,2,2,NA
"255.0986256",1335,553,782,1335,553,782
"255.0987672",1,1,NA,1,1,NA
"255.1060841",62,5,57,62,5,57
"255.1237776",24784,12586,12198,23525,12014,11511
"255.1350891",66,66,NA,66,66,NA
"255.1391446",2,2,NA,2,2,NA
"255.1424554",4,4,NA,4,4,NA
"255.1602018",15792,12983,2809,15324,12584,2740
"255.1965909",7638,7638,NA,7312,7312,NA
"255.2329705",4838,4437,401,4838,4437,401
"256.0251711",42,NA,42,42,NA,42
"256.0284986",147,5,142,147,5,142
"256.0826837",12258,3290,8968,12221,3290,8931
"256.1190609",3913,2426,1487,3912,2425,1487
"256.1303738",6,6,NA,6,6,NA
"256.1918031",299,277,22,299,277,22
"256.9761071",103,1,102,103,1,102
"256.9939152",258,141,117,258,141,117
"257.0065445",2,2,NA,1,1,NA
"257.0091495",273,65,208,270,64,206
"257.0337105",3,3,NA,1,1,NA
"257.0415582",420,328,92,387,295,92
"257.0431748",6,6,NA,6,6,NA
"257.0446315",3,NA,3,2,NA,2
"257.0455598",15159,4135,11024,15159,4135,11024
"257.0553977",3,NA,3,3,NA,3
"257.0666765",43174,17018,26156,42772,16968,25804
"257.0779166",2376,1674,702,2376,1674,702
"257.0819311",4458,635,3823,4455,632,3823
"257.1030521",31008,13934,17074,31005,13933,17072
"257.1143128",3708,3312,396,3690,3300,390
"257.1182785",98,NA,98,97,NA,97
"257.1394516",29015,15831,13184,27605,15014,12591
"257.1506752",304,304,NA,304,304,NA
"257.1547589",9,NA,9,9,NA,9
"257.2122374",6642,6642,NA,6477,6477,NA
"258.0042996",1,NA,1,1,NA,1
"258.0077727",107,NA,107,107,NA,107
"258.0407755",684,32,652,684,32,652
"258.0441616",272,6,266,275,6,269
"258.0619166",9180,1493,7687,9320,1497,7823
"258.0731641",41,NA,41,41,NA,41
"258.0771841",985,NA,985,984,NA,984
"258.0983343",10100,5365,4735,10066,5365,4701
"258.1095504",105,91,14,105,91,14
"258.1169486",4,4,NA,4,4,NA
"258.1347123",7481,5157,2324,7481,5157,2324
"258.1711136",2623,2556,67,2560,2496,64
"258.9858454",44,44,NA,35,35,NA
"258.9917817",273,11,262,273,11,262
"259.0070632",61,NA,61,61,NA,61
"259.0095835",1144,688,456,1144,688,456
"259.0207406",2,NA,2,2,NA,2
"259.0248281",13895,2717,11178,13890,2716,11174
"259.0282061",3718,198,3520,3703,198,3505
"259.0459547",29321,9105,20216,29317,9105,20212
"259.0490568",12,NA,12,11,NA,11
"259.0571669",49,8,41,49,8,41
"259.0588109",17,17,NA,14,14,NA
"259.0612028",17761,2266,15495,17761,2266,15495
"259.0645754",3536,424,3112,3534,422,3112
"259.0724813",95,NA,95,95,NA,95
"259.0823405",39997,16964,23033,39987,17100,22887
"259.0831326",2,2,NA,1,1,NA
"259.0935801",1163,1140,23,1212,1189,23
"259.0975861",11576,421,11155,11576,421,11155
"259.1009624",2946,1105,1841,2946,1105,1841
"259.1187072",32113,16204,15909,32104,16199,15905
"259.1299532",3684,3660,24,3684,3660,24
"259.1339886",846,186,660,846,186,660
"259.1551113",15129,12919,2210,14893,12712,2181
"259.1914889",5641,5641,NA,5057,5057,NA
"259.9869849",2,NA,2,2,NA,2
"260.0200818",1680,13,1667,1680,13,1667
"260.0234343",229,3,226,229,3,226
"260.0330676",14,NA,14,14,NA,14
"260.0347154",6,NA,6,6,NA,6
"260.0412317",48,NA,48,46,NA,46
"260.0564172",2477,46,2431,2477,46,2431
"260.0598329",23,NA,23,23,NA,23
"260.0676468",8,NA,8,8,NA,8
"260.0775722",3711,733,2978,3659,708,2951
"260.0928686",777,NA,777,777,NA,777
"260.0961565",2,2,NA,2,2,NA
"260.1139812",3520,2337,1183,3457,2290,1167
"260.1252098",16,16,NA,16,16,NA
"260.1503532",4134,3763,371,4144,3771,373
"261.0040785",8088,1885,6203,8082,1885,6197
"261.0074429",663,80,583,663,80,583
"261.0227218",80,NA,80,82,NA,82
"261.0252808",20,NA,20,20,NA,20
"261.0516928",913,12,901,913,12,901
"261.0590781",178,NA,178,176,NA,176
"261.0647067",4,NA,4,2,NA,2
"261.0728365",28,NA,28,28,NA,28
"261.0768598",30312,7436,22876,30312,7436,22876
"261.0801943",1328,140,1188,1328,140,1188
"261.0880981",660,240,420,660,240,420
"261.0980071",23585,12604,10981,22871,12267,10604
"261.1092438",155,121,34,147,114,33
"261.1132477",17895,3867,14028,18516,4028,14488
"261.1166287",229,93,136,229,93,136
"261.1244971",648,648,NA,648,648,NA
"261.1278394",16,16,NA,15,15,NA
"261.1343647",20339,15160,5179,19149,14236,4913
"261.1707994",94,94,NA,94,94,NA
"261.9555802",220,203,17,220,203,17
"261.9992236",2,NA,2,2,NA,2
"262.0026288",6,NA,6,6,NA,6
"262.0027707",8,NA,8,8,NA,8
"262.0357323",5661,157,5504,5661,157,5504
"262.0390942",35,NA,35,35,NA,35
"262.0568979",336,43,293,336,43,293
"262.0721008",6439,200,6239,6439,200,6239
"262.0932448",2931,1771,1160,2927,1770,1157
"262.1001362",6,6,NA,6,6,NA
"262.1044773",447,437,10,447,437,10
"262.1084793",1282,78,1204,1282,78,1204
"262.1296474",195,195,NA,183,183,NA
"262.1408881",77,72,5,75,70,5
"262.1578647",5,5,NA,5,5,NA
"262.1660448",2104,2098,6,1996,1992,4
"262.9760185",50,48,2,49,47,2
"263.0019992",205,NA,205,205,NA,205
"263.0230946",869,NA,869,868,NA,868
"263.0309696",322,NA,322,322,NA,322
"263.0350679",9,9,NA,9,9,NA
"263.0384053",168,1,167,168,1,167
"263.0561329",32032,9388,22644,32027,9388,22639
"263.0673138",692,NA,692,701,NA,701
"263.0772341",3304,802,2502,3255,789,2466
"263.0924815",19887,7131,12756,19885,7131,12754
"263.0958535",1626,248,1378,1625,248,1377
"263.1037599",416,18,398,416,18,398
"263.1136323",5168,4276,892,4963,4099,864
"263.1322936",381,217,164,381,217,164
"263.1401424",615,615,NA,613,613,NA
"263.1500397",2009,1311,698,1933,1259,674
"263.1652771",8230,8081,149,8230,8081,149
"264.0149644",2042,110,1932,2042,110,1932
"264.0151059",1,NA,1,1,NA,1
"264.0278098",1,1,NA,1,1,NA
"264.0473979",329,329,NA,200,200,NA
"264.0513612",10897,892,10005,10895,892,10003
"264.0725427",801,350,451,801,350,451
"264.0738641",19,19,NA,19,19,NA
"264.0911222",202,202,NA,196,196,NA
"264.1089388",1679,1679,NA,1612,1612,NA
"264.1201532",24,24,NA,22,22,NA
"264.1241638",1026,282,744,1026,282,744
"264.1453127",34,34,NA,34,34,NA
"264.1605215",3360,3276,84,3360,3276,84
"264.1816927",138,138,NA,136,136,NA
"264.9812269",226,5,221,226,5,221
"264.9846308",19,19,NA,6,6,NA
"264.9989861",12279,2424,9855,12262,2424,9838
"265.0353938",32598,9524,23074,32579,9524,23055
"265.0540149",513,NA,513,513,NA,513
"265.0565045",698,NA,698,684,NA,684
"265.0578564",680,676,4,680,676,4
"265.0717855",34550,11523,23027,34517,11523,22994
"265.0730955",17,2,15,17,2,15
"265.0829943",2431,144,2287,2507,149,2358
"265.0870929",12,NA,12,12,NA,12
"265.0929432",1566,933,633,1477,881,596
"265.0958444",4,4,NA,4,4,NA
"265.1041916",5,NA,5,4,NA,4
"265.1081545",41737,16275,25462,41732,16273,25459
"265.1115398",583,331,252,589,336,253
"265.1194378",500,468,32,494,462,32
"265.1292863",267,267,NA,267,267,NA
"265.1406294",4,4,NA,4,4,NA
"265.1445692",17557,9138,8419,17181,8974,8207
"265.1479151",2941,1845,1096,2932,1836,1096
"265.1575521",2429,2363,66,2185,2128,57
"265.1798496",1,1,NA,1,1,NA
"265.1809039",5966,5800,166,5796,5630,166
"265.1810453",1,1,NA,1,1,NA
"266.0006206",2,2,NA,2,2,NA
"266.0095309",4,NA,4,4,NA,4
"266.0128995",36,NA,36,36,NA,36
"266.0306266",7970,190,7780,7964,190,7774
"266.0436368",2,2,NA,2,2,NA
"266.0444763",156,156,NA,18,18,NA
"266.0459709",4,NA,4,4,NA,4
"266.0518033",104,NA,104,104,NA,104
"266.0670361",14252,1837,12415,14238,1836,12402
"266.0782242",41,4,37,41,4,37
"266.0882161",955,898,57,909,853,56
"266.1034196",8010,1813,6197,8214,1888,6326
"266.1146452",17,17,NA,17,17,NA
"266.1246093",2158,2156,2,2135,2133,2
"266.1357844",215,215,NA,215,215,NA
"266.1397788",1530,1317,213,1530,1317,213
"266.9578785",5,5,NA,3,3,NA
"266.9676195",133,133,NA,133,133,NA
"266.9942715",435,247,188,432,245,187
"266.9944363",1,1,NA,1,1,NA
"266.9969045",416,27,389,416,27,389
"267.0003111",4,4,NA,4,4,NA
"267.0146829",25022,6220,18802,25009,6220,18789
"267.0180862",8,NA,8,7,NA,7
"267.0258802",167,NA,167,167,NA,167
"267.0366197",1,1,NA,1,1,NA
"267.0460298",1,NA,1,1,NA,1
"267.0510336",45802,15718,30084,45403,15597,29806
"267.0543943",504,75,429,502,74,428
"267.0622941",2834,94,2740,2824,92,2732
"267.0663132",3385,1457,1928,3385,1457,1928
"267.0696979",412,23,389,410,23,387
"267.0735078",1049,1049,NA,1036,1036,NA
"267.0874299",44517,17201,27316,44596,17195,27401
"267.0908069",1327,546,781,1327,546,781
"267.0986455",1858,432,1426,1857,432,1425
"267.1026155",5,NA,5,5,NA,5
"267.1060484",678,56,622,678,56,622
"267.1094025",4,4,NA,4,4,NA
"267.1272249",3,3,NA,3,3,NA
"267.1601848",22061,12465,9596,22057,12464,9593
"267.1754761",33,33,NA,33,33,NA
"267.1965985",8022,7984,38,7844,7808,36
"267.2693185",1,1,NA,1,1,NA
"267.9921556",59,NA,59,59,NA,59
"268.0099555",25,NA,25,25,NA,25
"268.0211667",5,NA,5,5,NA,5
"268.0285092",166,NA,166,166,NA,166
"268.0462977",13418,1309,12109,13391,1292,12099
"268.0496688",1,NA,1,1,NA,1
"268.0574154",2,NA,2,2,NA,2
"268.0575967",8,NA,8,8,NA,8
"268.0649786",11,NA,11,11,NA,11
"268.0673643",4,NA,4,3,NA,3
"268.0705113",5,5,NA,5,5,NA
"268.0802278",3,3,NA,3,3,NA
"268.0938811",55,NA,55,55,NA,55
"268.1038279",122,122,NA,109,109,NA
"268.1190514",4700,873,3827,4658,873,3785
"268.1918485",40,17,23,40,17,23
"268.9460726",2,2,NA,2,2,NA
"268.9646676",34,34,NA,22,22,NA
"268.9939107",1039,232,807,1039,232,807
"269.0091569",42,18,24,42,18,24
"269.0303205",28501,7999,20502,28488,7999,20489
"269.0432138",58,38,20,57,38,19
"269.0455202",1184,147,1037,1162,143,1019
"269.0484878",1,NA,1,1,NA,1
"269.0489342",3953,433,3520,3953,433,3520
"269.0523292",2,2,NA,2,2,NA
"269.0601405",3,NA,3,3,NA,3
"269.0666802",50419,18913,31506,50196,18906,31290
"269.0779259",4293,820,3473,4293,820,3473
"269.0819528",2180,793,1387,2180,793,1387
"269.0853155",1841,302,1539,1841,302,1539
"269.1030627",45427,18888,26539,44998,18684,26314
"269.1064538",81,81,NA,85,85,NA
"269.1143357",675,237,438,675,237,438
"269.1183248",27,27,NA,27,27,NA
"269.1217092",267,74,193,267,74,193
"269.1394657",31560,15939,15621,29903,15273,14630
"269.1507087",12,12,NA,12,12,NA
"269.1546066",2,2,NA,2,2,NA
"269.1758579",14610,12749,1861,13897,12134,1763
"269.2122378",8070,8016,54,8004,7950,54
"269.2485939",7,NA,7,7,NA,7
"270.0077866",146,NA,146,149,NA,149
"270.0255615",2362,24,2338,2362,24,2338
"270.0408133",166,NA,166,166,NA,166
"270.0441717",313,NA,313,313,NA,313
"270.0619439",13177,2228,10949,13375,2258,11117
"270.0731537",71,NA,71,71,NA,71
"270.0772216",63,15,48,63,15,48
"270.0805893",27,NA,27,27,NA,27
"270.0831373",211,211,NA,211,211,NA
"270.0983057",11674,2656,9018,11657,2656,9001
"270.1095746",789,731,58,788,730,58
"270.1169708",5,5,NA,5,5,NA
"270.1207876",5,5,NA,4,4,NA
"270.1459747",426,426,NA,426,426,NA
"270.1711188",452,420,32,451,419,32
"270.2074858",2438,2407,31,2437,2406,31
"270.9740123",4,NA,4,4,NA,4
"270.9918312",1223,4,1219,1223,4,1219
"271.0070625",69,NA,69,69,NA,69
"271.0095529",5013,160,4853,5002,160,4842
"271.0248117",4361,320,4041,4361,320,4041
"271.0281864",3500,148,3352,3500,148,3352
"271.0459737",29019,8919,20100,28796,8904,19892
"271.0472511",1,NA,1,1,NA,1
"271.0571608",507,86,421,507,86,421
"271.0598045",6,NA,6,6,NA,6
"271.0645721",5775,1915,3860,5774,1914,3860
"271.0823212",42095,16856,25239,41911,16842,25069
"271.0835467",1,NA,1,1,NA,1
"271.0856307",1,1,NA,1,1,NA
"271.0935785",3622,1854,1768,3678,1906,1772
"271.0953014",37,37,NA,37,37,NA
"271.0976146",3452,113,3339,3446,113,3333
"271.1009969",354,19,335,354,19,335
"271.1299759",2562,1872,690,2562,1872,690
"271.1551343",18865,12709,6156,17986,12230,5756
"271.1914941",13071,11827,1244,12466,11271,1195
"272.0200777",442,NA,442,442,NA,442
"272.0234317",316,NA,316,316,NA,316
"272.0412153",5854,156,5698,5822,156,5666
"272.0564234",1554,20,1534,1616,21,1595
"272.0598625",58,NA,58,58,NA,58
"272.0775888",11325,1767,9558,11308,1767,9541
"272.0928709",253,7,246,253,7,246
"272.0962383",5,5,NA,5,5,NA
"272.1041295",2,NA,2,2,NA,2
"272.1139554",6482,3113,3369,6481,3113,3368
"272.1252155",422,410,12,422,410,12
"272.1325792",5,5,NA,5,5,NA
"272.1504094",4868,4654,214,4490,4299,191
"272.1615976",818,818,NA,818,818,NA
"272.1867601",1206,1182,24,1159,1135,24
"273.0014793",86,86,NA,86,86,NA
"273.0040745",2012,222,1790,1998,218,1780
"273.0074568",2642,54,2588,2641,54,2587
"273.0187228",4,NA,4,4,NA,4
"273.0220104",1,1,NA,1,1,NA
"273.0226996",16,NA,16,16,NA,16
"273.0252099",11789,914,10875,11788,914,10874
"273.0339438",3,NA,3,3,NA,3
"273.0438577",4844,360,4484,4844,360,4484
"273.0517491",296,NA,296,296,NA,296
"273.0557185",10,NA,10,10,NA,10
"273.0649488",149,31,118,148,31,117
"273.0728691",201,68,133,191,66,125
"273.0744765",12,12,NA,11,11,NA
"273.0768603",20350,1343,19007,20350,1343,19007
"273.0802466",1960,291,1669,1957,290,1667
"273.0881174",551,NA,551,551,NA,551
"273.0979879",38971,17750,21221,37865,17356,20509
"273.1132445",9936,392,9544,9936,392,9544
"273.1166186",1249,52,1197,1217,50,1167
"273.1343844",23102,13214,9888,22772,12989,9783
"273.1455937",404,391,13,404,391,13
"273.1496272",787,350,437,799,354,445
"273.1707658",15232,13379,1853,14573,12859,1714
"273.2071526",6745,6719,26,6725,6701,24
"273.2257726",5,5,NA,5,5,NA
"274.0027226",19,NA,19,19,NA,19
"274.0357454",5808,106,5702,5808,106,5702
"274.0391096",497,82,415,497,82,415
"274.0568533",2253,68,2185,2253,68,2185
"274.0720917",5782,73,5709,5657,70,5587
"274.0851117",15,NA,15,13,NA,13
"274.0932637",9460,4358,5102,9570,4512,5058
"274.1084322",158,NA,158,158,NA,158
"274.1118806",9,9,NA,9,9,NA
"274.1296219",3633,2747,886,3600,2738,862
"274.1408667",1962,1959,3,1962,1959,3
"274.1660007",143,107,36,135,102,33
"274.9807865",12,12,NA,11,11,NA
"274.9833443",9,9,NA,10,10,NA
"274.9866205",3,NA,3,3,NA,3
"274.9979967",12,NA,12,12,NA,12
"274.9985523",34,34,NA,31,31,NA
"275.0020805",11,NA,11,11,NA,11
"275.0053758",18,18,NA,18,18,NA
"275.0197425",20566,4721,15845,20891,4822,16069
"275.0231068",3620,147,3473,3619,147,3472
"275.0309599",382,NA,382,368,NA,368
"275.0383741",56,NA,56,56,NA,56
"275.0408652",10507,180,10327,10494,179,10315
"275.0439371",1,1,NA,1,1,NA
"275.0561155",26555,6288,20267,26179,6182,19997
"275.0594984",5434,369,5065,5374,353,5021
"275.0673647",1717,NA,1717,1717,NA,1717
"275.0713757",7,NA,7,7,NA,7
"275.0747694",166,NA,166,166,NA,166
"275.0772487",30732,12906,17826,30788,13020,17768
"275.0925149",26063,4962,21101,26381,5031,21350
"275.0958927",2203,762,1441,2202,761,1441
"275.1037747",736,310,426,735,309,426
"275.1136274",29607,15394,14213,28866,15047,13819
"275.1248508",135,111,24,134,110,24
"275.1288873",14846,3139,11707,14846,3139,11707
"275.1500444",13869,12178,1691,13592,11938,1654
"275.1652622",2553,2045,508,2553,2045,508
"275.1686428",518,302,216,518,302,216
"275.1864056",1216,1216,NA,1137,1137,NA
"275.2016595",25,25,NA,24,24,NA
"275.9712102",70,43,27,69,43,26
"276.0150051",3658,18,3640,3658,18,3640
"276.0183977",59,NA,59,59,NA,59
"276.0279264",8,NA,8,7,NA,7
"276.0360756",32,7,25,32,7,25
"276.0513913",7730,316,7414,7728,316,7412
"276.0625117",1,NA,1,1,NA,1
"276.0725557",2911,1173,1738,2779,1108,1671
"276.0877174",4026,167,3859,4026,167,3859
"276.1241276",439,11,428,439,11,428
"276.1275562",1,NA,1,1,NA,1
"276.1452753",664,634,30,633,605,28
"276.1816652",75,75,NA,72,72,NA
"276.9519839",262,262,NA,151,151,NA
"276.9883359",51,51,NA,51,51,NA
"276.9990278",11653,2562,9091,11506,2546,8960
"277.0023179",4,NA,4,4,NA,4
"277.0024806",3,NA,3,3,NA,3
"277.0103529",1,NA,1,1,NA,1
"277.0135351",10,NA,10,10,NA,10
"277.0210085",78,72,6,78,72,6
"277.0213227",1,1,NA,1,1,NA
"277.0354157",33253,9366,23887,33240,9365,23875
"277.0387785",2119,89,2030,2095,74,2021
"277.0497196",7,7,NA,7,7,NA
"277.0499567",44,44,NA,13,13,NA
"277.0540428",263,NA,263,263,NA,263
"277.0565299",2483,NA,2483,2452,NA,2452
"277.0693613",13,13,NA,13,13,NA
"277.0717892",35234,11031,24203,34799,10862,23937
"277.0751477",3758,430,3328,3685,424,3261
"277.0830242",3371,165,3206,3371,165,3206
"277.0863902",47,47,NA,47,47,NA
"277.0870028",23,NA,23,23,NA,23
"277.0904394",91,NA,91,91,NA,91
"277.0929294",6932,4058,2874,6800,3985,2815
"277.1081544",37828,14152,23676,37561,14145,23416
"277.1115453",871,367,504,869,366,503
"277.1194289",806,696,110,806,696,110
"277.1227755",11,11,NA,11,11,NA
"277.1293085",8381,7083,1298,8201,6932,1269
"277.1436209",2,2,NA,1,1,NA
"277.1445377",27406,12950,14456,27719,13035,14684
"277.1479148",621,451,170,637,458,179
"277.1558147",415,415,NA,415,415,NA
"277.1809457",4169,4012,157,4200,4043,157
"277.1842949",118,45,73,118,45,73
"278.0306345",6830,238,6592,6830,238,6592
"278.0517897",250,14,236,250,14,236
"278.0630512",318,318,NA,187,187,NA
"278.0670289",11605,1252,10353,11602,1252,10350
"278.0782465",122,NA,122,122,NA,122
"278.0856561",94,NA,94,94,NA,94
"278.0881845",3819,2240,1579,3737,2177,1560
"278.1034322",7539,405,7134,7539,405,7134
"278.1146622",447,447,NA,447,447,NA
"278.1245933",2231,2081,150,2064,1930,134
"278.1397966",1514,200,1314,1552,201,1351
"278.1610047",862,862,NA,857,857,NA
"278.1761793",17,17,NA,17,17,NA
"278.1973617",305,305,NA,303,303,NA
"278.9345036",1,1,NA,1,1,NA
"278.9638951",3,3,NA,3,3,NA
"278.9676384",148,148,NA,117,117,NA
"278.9853278",18,18,NA,10,10,NA
"278.9969129",455,NA,455,455,NA,455
"279.0002661",5,4,1,5,4,1
"279.0122462",2,NA,2,2,NA,2
"279.0146331",17637,5041,12596,16813,4749,12064
"279.0258373",28,NA,28,28,NA,28
"279.0259948",14,NA,14,14,NA,14
"279.0328687",4,NA,4,1,NA,1
"279.0332802",1001,20,981,1001,20,981
"279.0366485",3,3,NA,3,3,NA
"279.0405176",128,128,NA,87,87,NA
"279.0469879",3,3,NA,3,3,NA
"279.0510516",32119,8146,23973,32489,8265,24224
"279.0544147",3747,24,3723,3662,23,3639
"279.0558461",25,25,NA,25,25,NA
"279.0622836",3914,22,3892,3887,22,3865
"279.0697012",189,NA,189,189,NA,189
"279.0721384",489,NA,489,474,NA,474
"279.0752648",3,NA,3,3,NA,3
"279.0874539",26589,9702,16887,26569,9700,16869
"279.0908266",637,243,394,635,241,394
"279.0986672",6086,2867,3219,6086,2867,3219
"279.1027554",1,NA,1,1,NA,1
"279.1060487",224,NA,224,224,NA,224
"279.1085815",637,510,127,627,502,125
"279.1198654",38,37,1,37,36,1
"279.1238221",29569,12274,17295,29401,12262,17139
"279.1271864",1817,1331,486,1816,1330,486
"279.1449966",2105,2051,54,2105,2051,54
"279.1562152",1357,1307,50,1119,1091,28
"279.1635618",2424,1540,884,2417,1533,884
"279.1965926",1355,1315,40,1354,1314,40
"280.0098896",360,NA,360,360,NA,360
"280.0211724",7,NA,7,7,NA,7
"280.0463018",12959,1035,11924,12814,1014,11800
"280.0575095",33,NA,33,33,NA,33
"280.0600822",140,140,NA,139,139,NA
"280.0673942",264,115,149,264,115,149
"280.0826921",16007,2064,13943,15585,2017,13568
"280.0938707",64,NA,64,64,NA,64
"280.1038615",3447,3267,180,3393,3222,171
"280.1190492",6434,615,5819,6433,615,5818
"280.1402792",697,697,NA,681,681,NA
"280.1514334",234,234,NA,215,215,NA
"280.1554399",163,102,61,163,102,61
"280.1588373",6,6,NA,6,6,NA
"280.1766592",726,726,NA,654,654,NA
"280.2645981",4,2,2,4,2,2
"280.9544108",4,4,NA,4,4,NA
"280.9832637",75,75,NA,67,67,NA
"280.9939517",739,43,696,739,43,696
"280.9948249",99,99,NA,93,93,NA
"281.0051192",11,NA,11,11,NA,11
"281.0125726",876,45,831,873,44,829
"281.0303339",32460,9469,22991,32446,9468,22978
"281.0336775",345,NA,345,345,NA,345
"281.0415261",1008,NA,1008,999,NA,999
"281.0455622",779,97,682,779,97,682
"281.0489881",228,8,220,228,8,220
"281.0528323",141,141,NA,140,140,NA
"281.0584664",2,NA,2,2,NA,2
"281.0636443",1,1,NA,1,1,NA
"281.0642514",2,2,NA,1,1,NA
"281.0666829",48728,17774,30954,48546,17765,30781
"281.0700358",1534,464,1070,1528,464,1064
"281.0779309",5202,234,4968,5195,234,4961
"281.0819903",133,6,127,133,6,127
