MolForm,Class,Group,cs.flag.emergent_sed,cs.flag.emergent_water,cs.flag.emergent_overlap,cs.flag.emergent_general.overlap
C10H14O8N2,Tannin,Highly unsaturated compounds,Satellite,Satellite,Global satellite,Global satellite
C10H15O11N,Other,Sugars,Satellite,Satellite,Global satellite,Global satellite
C10H15O5N,Protein,NA,Satellite,Satellite,Global satellite,Global satellite
C10H16O3N2,Protein,NA,Satellite,Satellite,Global satellite,Global satellite
C10H16O4S,Protein,Unsaturated aliphatics,Satellite,Satellite,Global satellite,Global satellite
C10H16O8N2,Carb,NA,Satellite,Satellite,Global satellite,Global satellite
C10H16O9S,Carb,Unsaturated aliphatics,Satellite,Satellite,Global satellite,Global satellite
C10H17O10N,Carb,Sugars,Satellite,Satellite,Global satellite,Global satellite
C10H17O10P,Carb,Unsaturated aliphatics,Satellite,Satellite,Global satellite,Global satellite
C10H17O11P,Other,Unsaturated aliphatics,Satellite,Satellite,Global satellite,Global satellite
C10H17O5N3,Protein,NA,Satellite,Satellite,Global satellite,Global satellite
C10H18O3N2S,Protein,NA,Satellite,Satellite,Global satellite,Global satellite
C10H18O6N2,AminoSugar,NA,Satellite,Satellite,Global satellite,Global satellite
C10H18O6S2,AminoSugar,Unsaturated aliphatics,Satellite,Satellite,Global satellite,Global satellite
C10H18O7N4S,Carb,NA,Satellite,Satellite,Global satellite,Global satellite
C10H18O8N4S,Carb,NA,Satellite,Satellite,Global satellite,Global satellite
C10H18O8S,Carb,Unsaturated aliphatics,Satellite,Satellite,Global satellite,Global satellite
C10H19O8N2P,Carb,NA,Satellite,Satellite,Global satellite,Global satellite
C10H19O9NS,Carb,Sugars,Satellite,Satellite,Global satellite,Global satellite
C10H20O4S,Protein,Unsaturated aliphatics,Satellite,Satellite,Global satellite,Global satellite
C10H20O7S,Carb,Unsaturated aliphatics,Satellite,Satellite,Global satellite,Global satellite
C10H20O8N4S,Carb,NA,Satellite,Satellite,Global satellite,Global satellite
C10H20O8S,Carb,Unsaturated aliphatics,Satellite,Satellite,Global satellite,Global satellite
C10H20O9S,Carb,Unsaturated aliphatics,Satellite,Satellite,Global satellite,Global satellite
C10H21O5N3,Protein,NA,Satellite,Satellite,Global satellite,Global satellite
C10H21O9NS,Carb,Saturated fatty acids,Satellite,Satellite,Global satellite,Global satellite
C10H22O4S,Protein,NA,Satellite,Satellite,Global satellite,Global satellite
C10H4O11N2,Other,Combusted polycondensed aromatics,Satellite,Satellite,Global satellite,Global satellite
C10H4O7,ConHC,Combusted polycondensed aromatics,Satellite,Satellite,Global satellite,Global satellite
C10H5O6N,ConHC,Combusted polycondensed aromatics,Satellite,Satellite,Global satellite,Global satellite
C10H5O7N,ConHC,Combusted polycondensed aromatics,Satellite,Satellite,Global satellite,Global satellite
C10H6O9,ConHC,Phenols,Satellite,Satellite,Global satellite,Global satellite
C10H7O10N2P,Other,Phenols,Satellite,Satellite,Global satellite,Global satellite
C10H7O6NS,ConHC,Phenols,Satellite,Satellite,Global satellite,Global satellite
C10H7O9N2P,ConHC,Phenols,Satellite,Satellite,Global satellite,Global satellite
C10H8O5N2,Lignin,Phenols,Satellite,Satellite,Global satellite,Global satellite
C10H8O5S,Lignin,Phenols,Satellite,Satellite,Global satellite,Global satellite
C10H9O3NS2,Lignin,Highly unsaturated compounds,Satellite,Satellite,Global satellite,Global satellite
C11H10O4S,Lignin,Phenols,Satellite,Satellite,Global satellite,Global satellite
C11H10O5S,Lignin,Highly unsaturated compounds,Satellite,Satellite,Global satellite,Global satellite
C11H10O6N4S,Lignin,Highly unsaturated compounds,Satellite,Satellite,Global satellite,Global satellite
C11H10O9S,Tannin,Highly unsaturated compounds,Satellite,Satellite,Global satellite,Global satellite
C11H11O7N2SP,Lignin,Highly unsaturated compounds,Satellite,Satellite,Global satellite,Global satellite
C11H12O4S,Lignin,Highly unsaturated compounds,Satellite,Satellite,Global satellite,Global satellite
C11H12O6N2S,Lignin,Highly unsaturated compounds,Satellite,Satellite,Global satellite,Global satellite
C11H13O5N3,Lignin,Highly unsaturated compounds,Satellite,Satellite,Global satellite,Global satellite
C11H13O6N3,Lignin,Highly unsaturated compounds,Satellite,Satellite,Global satellite,Global satellite
C11H14O4S,Lignin,Highly unsaturated compounds,Satellite,Satellite,Global satellite,Global satellite
C11H14O5S2,Lignin,Highly unsaturated compounds,Satellite,Satellite,Global satellite,Global satellite
C11H14O6S2,Lignin,Highly unsaturated compounds,Satellite,Satellite,Global satellite,Global satellite
C11H14O8N2,Tannin,Highly unsaturated compounds,Satellite,Satellite,Global satellite,Global satellite
C11H14O9S,Tannin,Highly unsaturated compounds,Satellite,Satellite,Global satellite,Global satellite
C11H15O11N,Tannin,Sugars,Satellite,Satellite,Global satellite,Global satellite
C11H15O6NS,Lignin,Highly unsaturated compounds,Satellite,Satellite,Global satellite,Global satellite
C11H16O10N4S,Tannin,Sugars,Satellite,Satellite,Global satellite,Global satellite
C11H16O11N4S,Tannin,Sugars,Satellite,Satellite,Global satellite,Global satellite
C11H16O13N4S,Other,Sugars,Satellite,Satellite,Global satellite,Global satellite
C11H16O3N2,Lignin,Highly unsaturated compounds,Satellite,Satellite,Global satellite,Global satellite
C11H16O4N2,Lignin,Highly unsaturated compounds,Satellite,Satellite,Global satellite,Global satellite
C11H16O4S,Lignin,Highly unsaturated compounds,Satellite,Satellite,Global satellite,Global satellite
C11H17O3N,Lipid,NA,Satellite,Satellite,Global satellite,Global satellite
C11H17O4N2S2P,Protein,NA,Satellite,Satellite,Global satellite,Global satellite
C11H17O6N3,Protein,NA,Satellite,Satellite,Global satellite,Global satellite
C11H18O10,Carb,Unsaturated aliphatics,Satellite,Satellite,Global satellite,Global satellite
C11H18O12N4S,Other,Sugars,Satellite,Satellite,Global satellite,Global satellite
C11H18O4S,Protein,Unsaturated aliphatics,Satellite,Satellite,Global satellite,Global satellite
C11H18O5S,Protein,Unsaturated aliphatics,Satellite,Satellite,Global satellite,Global satellite
C11H18O8N2,Carb,NA,Satellite,Satellite,Global satellite,Global satellite
C11H18O9,Carb,Unsaturated aliphatics,Satellite,Satellite,Global satellite,Global satellite
C11H18O9N2S,Carb,NA,Satellite,Satellite,Global satellite,Global satellite
C11H18O9S,Carb,Unsaturated aliphatics,Satellite,Satellite,Global satellite,Global satellite
C11H19O11N,Carb,Sugars,Satellite,Satellite,Global satellite,Global satellite
C11H19O11P,Carb,Unsaturated aliphatics,Satellite,Satellite,Global satellite,Global satellite
C11H19O12N4P,Other,Sugars,Satellite,Satellite,Global satellite,Global satellite
C11H19O6NS,Protein,NA,Satellite,Satellite,Global satellite,Global satellite
C11H19O6SP,Protein,Unsaturated aliphatics,Satellite,Satellite,Global satellite,Global satellite
C11H20O4S,Protein,Unsaturated aliphatics,Satellite,Satellite,Global satellite,Global satellite
C11H20O6N2,Protein,NA,Satellite,Satellite,Global satellite,Global satellite
C11H20O8,Carb,Unsaturated aliphatics,Satellite,Satellite,Global satellite,Global satellite
C11H20O8N4S,Carb,NA,Satellite,Satellite,Global satellite,Global satellite
C11H20O9,Carb,Unsaturated aliphatics,Satellite,Satellite,Global satellite,Global satellite
C11H20O9S,Carb,Unsaturated aliphatics,Satellite,Satellite,Global satellite,Global satellite
C11H22O10S,Carb,Unsaturated aliphatics,Satellite,Satellite,Global satellite,Global satellite
C11H22O12S,Other,Unsaturated aliphatics,Satellite,Satellite,Global satellite,Global satellite
C11H22O6,Protein,Unsaturated aliphatics,Satellite,Satellite,Global satellite,Global satellite
C11H22O8,Carb,Unsaturated aliphatics,Satellite,Satellite,Global satellite,Global satellite
C11H23O10NS,Carb,Saturated fatty acids,Satellite,Satellite,Global satellite,Global satellite
C11H23O6N2P,Protein,NA,Satellite,Satellite,Global satellite,Global satellite
C11H23O9NS,Carb,NA,Satellite,Satellite,Global satellite,Global satellite
C11H24O10S,Carb,Saturated fatty acids,Satellite,Satellite,Global satellite,Global satellite
C11H24O11S,Carb,Saturated fatty acids,Satellite,Satellite,Global satellite,Global satellite
C11H24O12N4,Other,Saturated fatty acids,Satellite,Satellite,Global satellite,Global satellite
